,dt,inn,gtin,prid,operation_type,cnt
70578,2022-05-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,360
72285,2022-05-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
78945,2021-11-29,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
87080,2022-02-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
95128,2022-05-19,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
104588,2021-12-02,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
107109,2021-12-03,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
111570,2022-02-19,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
118330,2022-05-23,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
120310,2022-05-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
122175,2022-05-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
130651,2021-12-06,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
132902,2022-02-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
136727,2022-02-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
142671,2022-05-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
143881,2022-05-28,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
147632,2022-05-30,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
150451,2021-12-07,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
153381,2021-12-08,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,6
159166,2022-02-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
161401,2022-02-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
163217,2022-02-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,6
169489,2022-06-02,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
183335,2022-06-06,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
188126,2022-06-08,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
203835,2021-12-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,960
204849,2021-12-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
209136,2022-06-10,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
210025,2022-06-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
212352,2022-06-14,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,1440
214359,2022-03-02,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
216330,2022-03-03,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
218539,2022-03-04,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
225723,2021-12-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
232729,2022-06-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
259198,2022-06-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
261047,2022-06-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
265284,2022-03-10,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
268702,2022-03-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
274200,2021-12-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
277729,2021-12-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
280659,2022-06-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
282317,2022-06-23,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
291959,2022-03-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
300097,2021-12-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,960
301310,2021-12-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
304631,2022-06-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
305568,2022-06-28,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,240
308140,2022-06-29,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
309509,2022-06-30,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
313048,2022-03-17,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
316025,2022-03-18,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
316939,2022-03-19,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
320150,2022-03-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
326288,2021-12-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
330657,2022-07-04,52F68CC68D3A24AD611A78FD7D5BD13D,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
332524,2022-07-05,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
341764,2022-03-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
342878,2022-03-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,1440
343927,2022-03-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
345325,2022-03-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
354283,2022-07-08,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,720
354684,2022-07-08,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,6
355828,2022-07-09,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
357208,2022-07-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,720
357813,2022-07-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
359245,2022-07-12,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
364481,2022-03-28,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
366890,2022-03-29,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
368953,2022-03-30,2D069D8D4152350D2FDB6217FF74BF89,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
379701,2022-07-14,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,9
382391,2022-07-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
384195,2022-07-18,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
392733,2022-04-04,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
399468,2022-01-10,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,9
401664,2022-01-11,901254AD112E7FCF82E3288AF5DBE055,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
402227,2022-01-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,9
403025,2022-07-19,150140B20A2C58D359406312D0037E59,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
403030,2022-07-19,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
405205,2022-07-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
410218,2022-07-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
411257,2022-04-05,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
431441,2022-07-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
433461,2022-07-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
438511,2022-04-12,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,7
444172,2022-01-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
447985,2022-01-17,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,480
451848,2022-01-18,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
451942,2022-07-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
458585,2022-08-02,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,2352
459488,2022-08-02,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
460518,2022-04-14,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
466533,2022-04-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
471978,2022-01-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Импорт. Не ЕАЭС,480
473402,2022-01-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
476282,2022-01-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
480552,2022-08-04,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
483381,2022-08-05,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
486952,2022-04-18,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
491676,2022-04-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
493547,2022-01-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
497734,2022-01-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
500167,2022-01-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
505861,2022-08-09,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
509028,2022-08-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
512688,2022-04-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
513617,2022-04-23,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
518967,2022-01-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
527670,2022-08-12,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
531560,2022-08-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
533356,2022-08-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
536917,2022-04-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
539157,2022-04-28,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
542244,2022-01-29,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
546076,2022-01-31,37DEBF14229BCFA1C9F266FC9449D166,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
551628,2022-08-17,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
555671,2022-08-19,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,6
556428,2022-08-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
557170,2022-08-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
561399,2022-05-04,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
563308,2022-05-05,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
567406,2022-08-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,8
569473,2022-08-23,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
570993,2022-08-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
574927,2022-08-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
575800,2022-08-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,9
579323,2022-08-29,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,15
580816,2022-08-30,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
589057,2022-09-05,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
591289,2022-09-06,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,28
593114,2022-09-07,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
594892,2022-09-08,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
596720,2022-09-09,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
600984,2022-09-12,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
602779,2022-09-13,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,13
604980,2022-09-14,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
606929,2022-09-15,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,7
608795,2022-09-16,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
613934,2022-09-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,8
616937,2022-09-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
620465,2022-09-22,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
622781,2022-09-23,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
627512,2022-09-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
