,dt,gtin,prid,sender_inn,receiver_inn,cnt_moved
4928284,2022-02-08,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,51DEEACCB9E3F2967076B12383F93797,1
4992938,2022-04-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,A565AE90090697A44DB552ABE5BE7518,5
4992990,2022-04-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,343275E7951A287774E0C9FB07111981,2
4993496,2022-04-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,885FD7FD180F45B5E5D1D68543646287,15
5080811,2021-12-17,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,B86FBF34F1FBC74C725194B4EA075437,2
5276326,2022-03-19,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,35DED82D33758D4B940A969E9AE7E237,2
5276493,2022-03-19,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,A550ECCF95A556218B7D3C713326CE20,10
5279772,2022-03-20,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,332C95E3294A265025B27D0F0984099E,2
5280933,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,B1C91265B729140B8574B6EC0790EFFE,10
5345808,2021-12-19,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,B55A78DEF3C8E16D139C57A00F9698C2,2
5419148,2022-03-16,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,A887960AA22F7D767DA3579BAF46E2C8,20
5535392,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,4FF7723F1C548A068AAC479DA6580812,1
5536509,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,BB57B33CC7239AB507FD4B26F45FAB13,2
5540099,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,B4FB9C2DFE0B8CB0FF6B1F396CA5912B,4
5542234,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,862F6226AA14E6F4B0D76FB288074A16,1
5637175,2021-12-24,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,F4E5AFBDBC5EADDFC15681F6083849FD,1
5771393,2022-04-26,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,51DEEACCB9E3F2967076B12383F93797,2
5804081,2022-03-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,BB57B33CC7239AB507FD4B26F45FAB13,5
5865353,2021-12-20,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,ABFD64FF48D169DA35CC821E1B2ADB72,2
5865635,2021-12-20,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,0AFBB7AA6639353F91F75271E7EABD7E,3
5872223,2022-04-16,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,EA3B9F7649E52711FE0B27E46462C795,10
5900885,2021-12-26,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,ABFD64FF48D169DA35CC821E1B2ADB72,2
5946363,2022-03-17,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,3753DE8CBC094B5B105F1D7693ADD4D5,6
6063414,2022-03-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,1CC4E716DEBF27A396BF6D68E0DA8383,8520ECE7B7D0205CDC739581F039100F,20
6081841,2022-07-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,A550ECCF95A556218B7D3C713326CE20,8520ECE7B7D0205CDC739581F039100F,3
6127089,2021-12-20,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,5EE1EABD227CF57281537D42DD3DFE3F,5
6129331,2021-12-20,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,9638346149104055425591717E01305D,1
6135402,2022-04-18,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,A550ECCF95A556218B7D3C713326CE20,8520ECE7B7D0205CDC739581F039100F,20
6315747,2022-03-23,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,02F2CDE467BCB568B228BC3563C37A93,10
6315859,2022-03-23,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,C906745479A354FE320E79621209D5E4,2
6346662,2022-09-12,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,332C95E3294A265025B27D0F0984099E,1
6356191,2021-12-04,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,6801D091EF368A3CC0BA90E6E0FA1BE1,1
6391173,2022-04-19,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,A550ECCF95A556218B7D3C713326CE20,8520ECE7B7D0205CDC739581F039100F,4
6417732,2021-12-27,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,34AE3918FA38167F73D614B480395CC8,2
6421544,2022-08-19,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,16D0CBB8789BCF58CC4F783D316B2E55,2
6461090,2022-03-18,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,E8D9C4721CCD69A07FE24381FEC2B05E,5
6539502,2022-09-10,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,323DBDD1E7F48B248CC09C1458981437,2
6614774,2021-12-06,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,629D626D080FAD43AFE3FE3BB914F029,1
6720767,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,F9027699094E7FD8B6BF867240332AEA,2
6797399,2022-04-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,885FD7FD180F45B5E5D1D68543646287,47
6825025,2022-03-25,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,07279E6B0F581D19645CD6DB0D503865,3
6969392,2022-03-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,179A56BF0C17A7C0BCB6C8E085D02E5F,5
7077503,2022-03-26,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,B4FB9C2DFE0B8CB0FF6B1F396CA5912B,10
7156734,2022-04-21,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,00535508F7046F8A0F052866B4133D5D,3
7210521,2022-02-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,2D7E282995B93D6572C25089FD3AA4AA,1
7211871,2022-02-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,02F2CDE467BCB568B228BC3563C37A93,2
7254752,2022-02-11,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,8B5AA3C65B8799DF10F1A1D89A1FB99F,20
7279321,2022-08-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,B55A78DEF3C8E16D139C57A00F9698C2,1
7322616,2022-03-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,2D7E282995B93D6572C25089FD3AA4AA,2
7322962,2022-03-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,F29E1EEDBA6C2239CE9B3E38D0C462D5,3
7329056,2022-03-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,EC5E013852B99260E36A0FF2752BC338,2
7368328,2021-12-07,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,A550ECCF95A556218B7D3C713326CE20,8520ECE7B7D0205CDC739581F039100F,45
7376347,2022-02-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,C0D5F2DFA271EBAD1DDA229BFDEA0604,2
7391921,2021-12-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,E8D9C4721CCD69A07FE24381FEC2B05E,3
7475549,2022-03-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,6579119F11DCE9D0297DBDB17EA6FA60,3
7608462,2022-09-15,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,0B811CBBCC86256285BC72FC6341E399,2
7635805,2021-12-22,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,93939AFCA29393A8C1EBDFBB9750963E,2
7675158,2022-08-23,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,F4E5AFBDBC5EADDFC15681F6083849FD,1
7676988,2022-08-23,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,D9F0AC127F5B8525D652C4515DA5320E,15
7699650,2022-02-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,51DEEACCB9E3F2967076B12383F93797,1
7703201,2022-02-28,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,F4E5AFBDBC5EADDFC15681F6083849FD,2
7718026,2022-03-23,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,2D085272CB62A2DE6A5D575F5A065C0B,10
7719448,2022-03-23,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,2BCF8C122240CD0C90DCA679E70185C0,1
7780099,2021-12-15,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,51DEEACCB9E3F2967076B12383F93797,1
7960494,2022-02-11,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,0F9BDFE068A8F64DE07A5DFD72A80CE0,10
7987130,2022-02-12,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,4A3BB7E60D8BC5FF5CE1D433DC712320,1
7993504,2022-02-13,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,ABFD64FF48D169DA35CC821E1B2ADB72,2
7993889,2022-02-13,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,343275E7951A287774E0C9FB07111981,2
8455334,2022-03-25,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,34AE3918FA38167F73D614B480395CC8,5
8459598,2022-03-25,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,8FDC9A90453819177A1C63B5036DDD19,6
8576164,2022-06-06,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,885FD7FD180F45B5E5D1D68543646287,5AC6384F0141E80A8A2F61B6BD91B809,1000
8590998,2022-09-19,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,0B811CBBCC86256285BC72FC6341E399,2
8650480,2022-08-25,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,885FD7FD180F45B5E5D1D68543646287,60
8675029,2022-03-26,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,A550ECCF95A556218B7D3C713326CE20,8520ECE7B7D0205CDC739581F039100F,10
8675596,2022-03-26,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,13BA85EF8A8CB380582A21F619AAE543,20
8676378,2022-03-27,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,5AC6384F0141E80A8A2F61B6BD91B809,4A3BB7E60D8BC5FF5CE1D433DC712320,4
5789,2022-03-02,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6FAFDC410BD944777ED9D0D1C6C92992,EF34675E5ABE4CFD9D7F2DECB5731194,1
8260,2022-03-02,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6FAFDC410BD944777ED9D0D1C6C92992,EC32658F10E46693F0E1C98483ABE2A0,2
13094,2021-11-22,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,4CB107C91163F02B4D520BA0A153636D,A62CA0CA39BCCD7786738BA701858D7A,3
13948,2022-02-14,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,352414B5EB0289372513789BA6AC5102,2
16501,2022-02-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,845840B2E055BD427E57FC0083AF4BD3,1
18691,2022-02-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,57D23A779CC5528C57294D79CAC97614,6
20121,2022-02-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B3052559047C18F88055E92B1EB66055,4
26194,2022-04-02,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,B5AC9F842641BEE1D6AF2BE17733B389,2
26364,2022-04-02,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,5C87E9B71FEC0A6A9C761D46F0B3EB9C,4
26639,2022-04-02,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,7CFB186425EA13D91DEFDF904A4FE95A,43A9D90D005D647A5D83332BA940E2AF,1
26659,2022-04-02,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B3052559047C18F88055E92B1EB66055,2
27988,2022-04-03,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,7
28129,2022-04-03,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,78C784515F5E7380C60BBF8EBEA2D5CC,6
28136,2022-04-03,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,7
28460,2022-04-03,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,B5AC9F842641BEE1D6AF2BE17733B389,8
29168,2022-04-03,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B3052559047C18F88055E92B1EB66055,3
30012,2022-04-04,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,78C784515F5E7380C60BBF8EBEA2D5CC,4
31280,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,4588033B6075DA584FD65844905174A1,7936E99442DF8BE77E2CFE44B0B7D720,3
32391,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,D290F64F2661E0FE4C48F54DA78E8600,8255605EF968CFD4838AF6041437B666,1
33305,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,36A5118668D16714B9D699C75EFE31BB,1890
33359,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,BB180611B68372B5DAAFC04BDEBD5322,AE6F7B1915893DC41CD47F5761C95344,1
34143,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,A3C32FBDECAA59001D89ECB36AD1B35A,1
34601,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,DFB01BC39C386052846E7DDAF5B8A948,1
35234,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,85E2220EE0C7C6626BA4B514774EE136,1
35590,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,0618E53D930B711A7F8D198414E38953,1
37096,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,BA9CE059C48CFB8DF6AEEB8D5FA7A022,1
37784,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,A393E974BE11C9E1E8A5820BBF4BA6EC,1
38088,2022-10-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,006F9797E93300D5249BCE75A5D3A621,2
42604,2022-07-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,D52443181F30123E5B8EE7BD1E4756EB,1
45551,2022-07-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,BEFA6942E52A5E993FF60AF339A4DF3D,8BA528C7DDBCD3CB60E242AB49C37527,2
48773,2022-08-01,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3B090758D0CA5E640346F08B91DC50C8,966FD9D80C7E877C92CB85F24B62BC9E,1
50465,2022-08-01,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,6FAFDC410BD944777ED9D0D1C6C92992,15
50783,2022-08-01,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,B8D7E156CBF84CCDB9D8A0BDF94C8C79,4
52178,2022-08-01,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,7AB075ACA2C044AF8B01E31311E3D20F,4
53369,2022-08-01,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,6AA62FF328E0F27AE3A9CE0E4093E949,1
54350,2022-08-01,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,FDB0881656AB7E5C59068E0A5F324E55,A308D6289E19503E59D494D289A2CD77,1
57252,2022-01-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,27960B231942A1913E6246B6B05EA789,7CFB186425EA13D91DEFDF904A4FE95A,12
57740,2022-01-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6B0CEF182B7E9DB47AA4DA938170CDAF,F1AC2F8EF9BCE081B40A7A6E92BA0B90,3
64196,2022-08-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,18ECEF6FB19A01269B680FFDB2DC24BE,3
67276,2022-08-25,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,85E2220EE0C7C6626BA4B514774EE136,1
67280,2022-08-25,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,2
67692,2022-08-25,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,5864AE8EB02C52B2258A3DF9CD3B7865,105
68584,2022-08-25,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,3B090758D0CA5E640346F08B91DC50C8,60
69046,2022-08-25,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6FAFDC410BD944777ED9D0D1C6C92992,EC32658F10E46693F0E1C98483ABE2A0,4
69441,2022-08-25,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B3052559047C18F88055E92B1EB66055,1
71223,2022-02-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,8A148AC3F98DF19366EB7DF488AD8339,16
76152,2022-02-14,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,3BCA88712D47C450428B0C94C9D064BB,1
78863,2022-02-14,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,389CA39F2D23EB75F1043EF5375CE711,2
81951,2022-10-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3B090758D0CA5E640346F08B91DC50C8,44A39326A383FC643A1D0A2A3ED97E34,1
83644,2022-10-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,8255605EF968CFD4838AF6041437B666,35B121CA4F2CBCD57F5E02B72972298D,1
84029,2022-10-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,3A87113AC25EFD88BD3407ACECFA3869,165
84532,2022-10-08,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6B0CEF182B7E9DB47AA4DA938170CDAF,29AE20C2D10E1813F85C347C09CDAC77,1
85559,2022-10-08,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,880CDE770CA1EE6DAA365F845085640A,1
92857,2021-12-09,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,7CFB186425EA13D91DEFDF904A4FE95A,13100FDFC4649AB4B9C8574B00671E1C,1
97429,2021-11-22,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,6E13702FD0C465A91622BA2492AEBC03,20
109029,2022-01-10,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,79E55A5C23CBE17F6D0E0783863CA5EA,7B5D8F96D3E532E27176514F0207BB06,2
112831,2022-06-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,8CA5DFA22192A0FE3B3F786104A33E56,8204C63292294B6CC7A46F9BCBD07682,1
